,age,continent,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
4075,33,2.0,1.0,1.0,1.0,68,68,1.0,450000.0
4076,23,3.0,3.0,1.0,1.0,68,74,3.0,1200000.0
4077,23,1.0,3.0,1.0,1.0,68,73,2.0,1000000.0
4078,30,0.0,0.0,1.0,1.0,68,68,3.0,875000.0
4079,17,1.0,2.0,0.0,1.0,68,80,3.0,1200000.0
4080,23,2.0,0.0,1.0,1.0,68,74,3.0,1200000.0
4081,20,0.0,0.0,0.0,1.0,68,75,4.0,1300000.0
4082,29,0.0,0.0,0.0,1.0,68,68,3.0,900000.0
4083,30,0.0,2.0,1.0,1.0,68,68,2.0,675000.0
4084,21,1.0,3.0,1.0,1.0,68,75,3.0,1300000.0
4085,24,1.0,0.0,1.0,1.0,68,73,3.0,1200000.0
4086,20,1.0,3.0,0.0,1.0,68,78,2.0,1500000.0
4087,25,0.0,2.0,1.0,1.0,68,71,2.0,950000.0
4088,25,4.0,0.0,1.0,1.0,68,71,3.0,1100000.0
4089,24,1.0,2.0,1.0,1.0,68,71,2.0,950000.0
4090,21,1.0,3.0,1.0,1.0,68,76,3.0,1300000.0
4091,35,1.0,1.0,1.0,1.0,68,68,1.0,210000.0
4092,26,1.0,1.0,1.0,1.0,68,72,1.0,800000.0
4093,30,1.0,0.0,1.0,1.0,68,68,3.0,875000.0
4094,24,1.0,2.0,0.0,1.0,68,74,3.0,1000000.0
4095,23,1.0,2.0,0.0,1.0,68,75,2.0,1100000.0
4096,31,0.0,2.0,1.0,1.0,68,68,2.0,600000.0
4097,25,1.0,2.0,1.0,1.0,68,73,2.0,975000.0
4098,30,0.0,3.0,1.0,1.0,68,68,3.0,850000.0
4099,28,0.0,3.0,1.0,1.0,68,68,2.0,725000.0
4100,21,1.0,2.0,1.0,1.0,68,76,3.0,1100000.0
4101,29,1.0,3.0,0.0,1.0,68,68,3.0,875000.0
4102,22,1.0,2.0,1.0,1.0,68,74,2.0,1000000.0
4103,31,1.0,2.0,0.0,1.0,68,68,3.0,575000.0
4104,26,1.0,3.0,1.0,1.0,68,71,2.0,1100000.0
4105,24,1.0,2.0,1.0,1.0,68,72,3.0,975000.0
4106,21,0.0,2.0,1.0,1.0,68,79,2.0,1400000.0
4107,33,1.0,2.0,0.0,1.0,68,68,2.0,375000.0
4108,29,4.0,2.0,0.0,1.0,68,68,3.0,675000.0
4109,24,2.0,0.0,1.0,1.0,68,73,2.0,1200000.0
4110,23,1.0,0.0,1.0,1.0,68,73,3.0,1200000.0
4111,25,3.0,2.0,1.0,1.0,68,70,3.0,900000.0
4112,27,3.0,2.0,0.0,1.0,68,71,2.0,900000.0
4113,20,1.0,0.0,1.0,1.0,68,79,3.0,1500000.0
4114,20,1.0,2.0,1.0,1.0,68,82,2.0,1800000.0
4115,30,1.0,0.0,1.0,1.0,68,68,2.0,875000.0
4116,27,1.0,0.0,1.0,1.0,68,69,2.0,1000000.0
4117,32,0.0,2.0,1.0,1.0,68,68,2.0,525000.0
4118,21,1.0,3.0,1.0,1.0,68,79,3.0,1500000.0
4119,28,0.0,0.0,1.0,1.0,68,68,3.0,925000.0
4120,27,1.0,2.0,1.0,1.0,68,68,2.0,750000.0
4121,24,1.0,2.0,1.0,1.0,68,72,2.0,975000.0
4122,21,1.0,2.0,0.0,1.0,68,76,3.0,1100000.0
4123,31,1.0,2.0,0.0,1.0,68,68,2.0,575000.0
4124,27,1.0,2.0,1.0,1.0,68,68,2.0,750000.0
4125,24,1.0,2.0,0.0,1.0,68,72,2.0,975000.0
4126,24,0.0,2.0,0.0,1.0,68,74,3.0,1000000.0
4127,25,3.0,3.0,1.0,1.0,68,72,2.0,975000.0
4128,22,1.0,1.0,1.0,1.0,68,75,1.0,925000.0
4129,33,0.0,1.0,1.0,1.0,68,68,1.0,450000.0
4130,27,0.0,3.0,1.0,1.0,68,69,3.0,850000.0
4131,34,1.0,2.0,1.0,1.0,68,68,2.0,270000.0
4132,24,3.0,3.0,0.0,1.0,68,71,3.0,1100000.0
4133,30,1.0,3.0,1.0,1.0,68,68,3.0,825000.0
4134,26,1.0,3.0,0.0,1.0,68,69,3.0,1100000.0
4135,19,1.0,0.0,0.0,1.0,68,78,4.0,1400000.0
4136,31,1.0,0.0,1.0,1.0,68,68,3.0,775000.0
4137,21,1.0,3.0,1.0,1.0,68,75,3.0,1300000.0
4138,27,1.0,1.0,1.0,1.0,68,70,1.0,725000.0
4139,26,1.0,3.0,0.0,1.0,68,69,3.0,1000000.0
4140,30,0.0,2.0,1.0,1.0,68,68,2.0,675000.0
4141,24,4.0,3.0,1.0,1.0,68,73,3.0,1000000.0
4142,33,1.0,1.0,0.0,1.0,68,68,1.0,450000.0
4143,25,0.0,0.0,1.0,1.0,68,71,3.0,1100000.0
4144,30,1.0,2.0,1.0,1.0,68,68,2.0,650000.0
4145,27,2.0,3.0,1.0,1.0,68,68,3.0,950000.0
4146,23,1.0,3.0,1.0,1.0,68,73,3.0,1200000.0
4147,34,1.0,3.0,0.0,1.0,68,68,3.0,450000.0
4148,23,2.0,0.0,1.0,1.0,68,73,3.0,1200000.0
4149,28,3.0,3.0,1.0,1.0,68,68,3.0,900000.0
4150,23,0.0,2.0,1.0,1.0,68,79,2.0,1300000.0
4151,29,1.0,2.0,0.0,1.0,68,68,2.0,675000.0
4152,29,1.0,3.0,1.0,1.0,68,68,3.0,675000.0
4153,24,1.0,0.0,0.0,1.0,68,71,3.0,1100000.0
4154,21,1.0,3.0,1.0,1.0,68,77,3.0,1400000.0
4155,26,1.0,3.0,1.0,1.0,68,71,3.0,925000.0
4156,22,1.0,3.0,1.0,1.0,68,76,3.0,1300000.0
4157,21,1.0,0.0,1.0,1.0,68,77,3.0,1400000.0
4158,25,1.0,3.0,0.0,1.0,68,72,3.0,975000.0
4159,26,1.0,2.0,1.0,1.0,68,71,2.0,925000.0
4160,21,0.0,2.0,0.0,1.0,68,80,2.0,1400000.0
4161,31,3.0,1.0,1.0,1.0,68,68,1.0,550000.0
4162,25,1.0,3.0,0.0,1.0,68,71,3.0,1100000.0
4163,28,3.0,2.0,0.0,1.0,68,68,2.0,725000.0
4164,23,1.0,0.0,0.0,1.0,68,76,3.0,1300000.0
4165,34,3.0,1.0,1.0,1.0,68,68,1.0,375000.0
4166,24,1.0,0.0,1.0,1.0,68,73,3.0,1200000.0
4167,20,1.0,0.0,1.0,1.0,68,83,3.0,2000000.0
4168,28,0.0,0.0,1.0,1.0,68,68,3.0,925000.0
4169,31,1.0,3.0,1.0,1.0,68,68,2.0,600000.0
4170,23,1.0,3.0,1.0,1.0,68,75,3.0,1200000.0
4171,30,0.0,0.0,1.0,1.0,68,68,3.0,850000.0
4172,24,1.0,3.0,1.0,1.0,68,73,3.0,1200000.0
4173,22,1.0,2.0,1.0,1.0,68,76,3.0,1100000.0
4174,23,4.0,3.0,1.0,1.0,68,73,3.0,1000000.0
4175,28,0.0,1.0,1.0,1.0,68,68,1.0,625000.0
4176,29,1.0,0.0,1.0,1.0,68,68,2.0,900000.0
4177,30,3.0,2.0,0.0,1.0,68,68,3.0,650000.0
4178,22,0.0,3.0,1.0,1.0,68,74,3.0,1200000.0
4179,19,1.0,2.0,1.0,1.0,68,85,2.0,1700000.0
4180,22,1.0,2.0,0.0,1.0,68,76,2.0,1100000.0
4181,29,1.0,0.0,1.0,1.0,68,68,3.0,900000.0
4182,23,1.0,2.0,1.0,1.0,68,75,3.0,1100000.0
4183,26,0.0,2.0,1.0,1.0,68,71,3.0,925000.0
4184,21,1.0,3.0,1.0,1.0,68,76,2.0,1100000.0
4185,31,4.0,2.0,1.0,1.0,68,68,2.0,600000.0
4186,24,1.0,3.0,1.0,1.0,68,74,3.0,1200000.0
4187,22,1.0,2.0,0.0,1.0,68,71,2.0,950000.0
4188,28,0.0,0.0,1.0,1.0,68,68,3.0,925000.0
4189,31,1.0,2.0,1.0,1.0,68,68,2.0,575000.0
4190,28,1.0,2.0,1.0,1.0,68,70,2.0,850000.0
4191,27,0.0,2.0,0.0,1.0,68,69,3.0,825000.0
4192,21,1.0,1.0,1.0,1.0,68,76,1.0,1000000.0
4193,29,1.0,2.0,0.0,1.0,68,68,3.0,675000.0
4194,21,1.0,0.0,1.0,1.0,68,82,3.0,2000000.0
4195,27,1.0,3.0,1.0,1.0,68,70,2.0,875000.0
4196,21,1.0,3.0,1.0,1.0,68,80,3.0,1600000.0
4197,31,0.0,0.0,1.0,1.0,68,68,3.0,800000.0
4198,27,1.0,3.0,1.0,1.0,68,68,3.0,925000.0
4199,33,1.0,3.0,1.0,1.0,68,68,2.0,550000.0
4200,24,1.0,3.0,1.0,1.0,68,75,2.0,1200000.0
4201,26,1.0,2.0,0.0,1.0,68,69,2.0,850000.0
4202,17,1.0,0.0,0.0,1.0,68,85,3.0,1800000.0
4203,25,1.0,3.0,1.0,1.0,68,71,3.0,1100000.0
4204,24,1.0,0.0,0.0,1.0,68,72,2.0,1200000.0
4205,29,1.0,3.0,1.0,1.0,68,68,3.0,700000.0
4206,29,0.0,2.0,0.0,1.0,68,68,3.0,675000.0
4207,20,1.0,0.0,1.0,1.0,68,77,3.0,1400000.0
4208,31,1.0,3.0,0.0,1.0,68,68,3.0,775000.0
4209,31,1.0,1.0,1.0,1.0,68,68,1.0,550000.0
4210,25,1.0,2.0,1.0,1.0,68,71,3.0,925000.0
4211,27,4.0,2.0,1.0,1.0,68,69,3.0,825000.0
4212,29,1.0,2.0,1.0,1.0,68,68,2.0,700000.0
4213,24,1.0,3.0,1.0,1.0,68,73,3.0,1200000.0
4214,26,1.0,2.0,1.0,1.0,68,70,2.0,900000.0
4215,27,1.0,2.0,1.0,1.0,68,70,2.0,875000.0
4216,24,1.0,0.0,1.0,1.0,68,72,2.0,1200000.0
4217,34,0.0,0.0,0.0,1.0,68,68,3.0,450000.0
4218,26,2.0,0.0,1.0,1.0,68,71,3.0,1100000.0
4219,26,1.0,3.0,1.0,1.0,68,69,3.0,1000000.0
4220,24,1.0,3.0,1.0,1.0,68,71,3.0,1100000.0
4221,25,1.0,0.0,1.0,1.0,68,73,2.0,1200000.0
4222,25,1.0,0.0,1.0,1.0,68,73,2.0,1200000.0
4223,26,2.0,0.0,1.0,1.0,68,69,3.0,1100000.0
4224,33,1.0,1.0,1.0,1.0,68,68,1.0,450000.0
4225,22,1.0,3.0,0.0,1.0,68,78,3.0,1200000.0
4226,28,2.0,2.0,1.0,1.0,68,68,2.0,700000.0
4227,26,1.0,3.0,0.0,1.0,68,68,3.0,950000.0
4228,25,1.0,2.0,0.0,1.0,68,70,3.0,900000.0
4229,23,0.0,3.0,1.0,1.0,68,75,2.0,1100000.0
4230,30,2.0,1.0,1.0,1.0,68,68,1.0,575000.0
4231,28,1.0,3.0,0.0,1.0,68,68,3.0,900000.0
4232,23,2.0,0.0,1.0,1.0,68,74,3.0,1200000.0
4233,32,1.0,2.0,1.0,1.0,68,68,2.0,525000.0
4234,30,0.0,2.0,1.0,1.0,68,68,2.0,675000.0
4235,26,3.0,3.0,1.0,1.0,68,70,3.0,1100000.0
4236,28,0.0,1.0,1.0,1.0,68,70,1.0,750000.0
4237,31,1.0,3.0,1.0,1.0,68,68,3.0,775000.0
4238,30,1.0,3.0,1.0,1.0,68,68,2.0,675000.0
4239,28,1.0,2.0,0.0,1.0,68,68,2.0,725000.0
4240,27,1.0,3.0,1.0,1.0,68,70,3.0,875000.0
4241,25,2.0,3.0,1.0,1.0,68,72,3.0,1100000.0
4242,25,0.0,1.0,1.0,1.0,68,72,1.0,825000.0
4243,32,1.0,2.0,0.0,1.0,68,68,2.0,525000.0
4244,29,1.0,3.0,0.0,1.0,68,68,3.0,850000.0
4245,27,0.0,0.0,1.0,1.0,67,67,3.0,800000.0
4246,22,2.0,3.0,1.0,1.0,67,74,2.0,925000.0
4247,25,0.0,2.0,0.0,1.0,67,70,2.0,800000.0
4248,20,1.0,3.0,1.0,1.0,67,75,3.0,1100000.0
4249,29,4.0,3.0,1.0,1.0,67,67,2.0,600000.0
4250,28,1.0,3.0,1.0,1.0,67,67,2.0,600000.0
4251,28,1.0,2.0,1.0,1.0,67,69,2.0,725000.0
4252,27,1.0,3.0,1.0,1.0,67,68,3.0,725000.0
4253,26,1.0,3.0,1.0,1.0,67,70,2.0,925000.0
4254,33,1.0,2.0,1.0,1.0,67,67,2.0,300000.0
4255,27,1.0,0.0,1.0,1.0,67,67,3.0,825000.0
4256,24,3.0,2.0,1.0,1.0,67,74,2.0,925000.0
4257,34,3.0,1.0,0.0,1.0,67,67,1.0,300000.0
4258,24,2.0,0.0,1.0,1.0,67,69,3.0,950000.0
4259,30,1.0,2.0,1.0,1.0,67,67,2.0,575000.0
4260,23,1.0,2.0,1.0,1.0,67,73,2.0,900000.0
4261,26,1.0,0.0,1.0,1.0,67,67,3.0,825000.0
4262,31,1.0,3.0,1.0,1.0,67,67,3.0,675000.0
4263,22,1.0,1.0,1.0,1.0,67,78,1.0,1000000.0
4264,24,3.0,2.0,1.0,1.0,67,72,2.0,875000.0
4265,30,2.0,2.0,1.0,1.0,67,67,2.0,575000.0
4266,27,0.0,2.0,1.0,1.0,67,67,2.0,625000.0
4267,30,1.0,0.0,1.0,1.0,67,67,2.0,725000.0
4268,26,1.0,3.0,1.0,1.0,67,67,3.0,800000.0
4269,24,1.0,0.0,1.0,1.0,67,71,2.0,1000000.0
4270,25,1.0,3.0,1.0,1.0,67,71,3.0,975000.0
4271,24,1.0,3.0,1.0,1.0,67,73,3.0,1000000.0
4272,21,1.0,0.0,1.0,1.0,67,78,3.0,1300000.0
4273,25,0.0,2.0,1.0,1.0,67,70,2.0,800000.0
4274,22,1.0,2.0,1.0,1.0,67,75,2.0,975000.0
4275,28,1.0,2.0,1.0,1.0,67,67,3.0,600000.0
4276,27,2.0,0.0,1.0,1.0,67,67,3.0,825000.0
4277,30,1.0,2.0,0.0,1.0,67,67,2.0,550000.0
4278,24,2.0,0.0,1.0,1.0,67,71,3.0,1000000.0
4279,29,0.0,2.0,1.0,1.0,67,67,2.0,600000.0
4280,22,1.0,1.0,1.0,1.0,67,75,1.0,850000.0
4281,34,0.0,3.0,0.0,1.0,67,67,2.0,230000.0
4282,26,1.0,0.0,1.0,1.0,67,70,2.0,975000.0
4283,25,1.0,3.0,1.0,1.0,67,68,4.0,900000.0
4284,29,0.0,3.0,1.0,1.0,67,67,3.0,750000.0
4285,26,0.0,3.0,1.0,1.0,67,68,3.0,875000.0
4286,34,1.0,3.0,1.0,1.0,67,67,3.0,375000.0
4287,27,2.0,0.0,0.0,1.0,67,67,3.0,800000.0
4288,25,2.0,0.0,1.0,1.0,67,71,3.0,1000000.0
4289,26,1.0,2.0,1.0,1.0,67,70,2.0,775000.0
4290,30,0.0,1.0,1.0,1.0,67,67,1.0,500000.0
4291,28,2.0,2.0,1.0,1.0,67,67,2.0,600000.0
4292,30,0.0,1.0,1.0,1.0,67,67,1.0,500000.0
4293,22,0.0,1.0,1.0,1.0,67,73,1.0,750000.0
4294,21,1.0,2.0,0.0,1.0,67,76,3.0,1000000.0
4295,24,0.0,0.0,1.0,1.0,67,71,3.0,1000000.0
4296,17,1.0,0.0,1.0,1.0,67,88,3.0,1700000.0
4297,34,2.0,0.0,1.0,1.0,67,67,2.0,400000.0
4298,29,1.0,0.0,1.0,1.0,67,67,2.0,750000.0
4299,24,1.0,3.0,1.0,1.0,67,71,3.0,975000.0
4300,21,1.0,2.0,1.0,1.0,67,76,2.0,1000000.0
4301,28,2.0,3.0,1.0,1.0,67,67,2.0,625000.0
4302,25,0.0,0.0,1.0,1.0,67,69,3.0,950000.0
4303,24,1.0,3.0,0.0,1.0,67,72,2.0,875000.0
4304,20,1.0,1.0,1.0,1.0,67,79,1.0,1100000.0
4305,18,1.0,0.0,1.0,1.0,67,81,4.0,1600000.0
4306,22,0.0,3.0,1.0,1.0,67,74,2.0,925000.0
4307,26,0.0,1.0,0.0,1.0,67,67,1.0,525000.0
4308,26,1.0,0.0,1.0,1.0,67,68,3.0,900000.0
4309,29,0.0,3.0,1.0,1.0,67,67,2.0,600000.0
4310,23,1.0,2.0,0.0,1.0,67,72,2.0,850000.0
4311,33,1.0,2.0,1.0,1.0,67,67,2.0,300000.0
4312,29,1.0,2.0,1.0,1.0,67,67,3.0,575000.0
4313,24,2.0,2.0,1.0,1.0,67,72,2.0,875000.0
4314,24,2.0,3.0,1.0,1.0,67,73,3.0,1000000.0
4315,30,0.0,3.0,1.0,1.0,67,67,3.0,725000.0
4316,21,1.0,1.0,1.0,1.0,67,79,1.0,1100000.0
4317,25,0.0,3.0,1.0,1.0,67,67,3.0,825000.0
4318,28,1.0,2.0,1.0,1.0,67,69,2.0,725000.0
4319,23,1.0,0.0,1.0,1.0,67,74,3.0,1100000.0
4320,23,1.0,3.0,1.0,1.0,67,72,3.0,1000000.0
4321,28,1.0,3.0,1.0,1.0,67,67,3.0,775000.0
4322,31,0.0,3.0,1.0,1.0,67,67,2.0,525000.0
4323,22,4.0,3.0,1.0,1.0,67,73,4.0,1000000.0
4324,30,1.0,3.0,1.0,1.0,67,67,3.0,725000.0
4325,22,0.0,2.0,0.0,1.0,67,76,2.0,1000000.0
4326,23,2.0,3.0,1.0,1.0,67,76,3.0,1200000.0
4327,25,1.0,2.0,1.0,1.0,67,74,2.0,900000.0
4328,22,1.0,2.0,1.0,1.0,67,74,3.0,900000.0
4329,24,0.0,3.0,1.0,1.0,67,70,3.0,975000.0
4330,34,0.0,2.0,0.0,1.0,67,67,2.0,230000.0
4331,27,1.0,0.0,1.0,1.0,67,68,3.0,900000.0
4332,25,1.0,2.0,1.0,1.0,67,70,2.0,800000.0
4333,34,1.0,0.0,1.0,1.0,67,67,3.0,400000.0
4334,23,0.0,2.0,0.0,1.0,67,72,2.0,875000.0
4335,27,0.0,2.0,1.0,1.0,67,70,2.0,775000.0
4336,27,2.0,3.0,1.0,1.0,67,67,3.0,800000.0
4337,25,0.0,3.0,1.0,1.0,67,69,4.0,925000.0
4338,23,1.0,1.0,1.0,1.0,67,73,1.0,750000.0
4339,22,1.0,1.0,1.0,1.0,67,75,1.0,850000.0
4340,26,1.0,3.0,0.0,1.0,67,68,3.0,900000.0
4341,32,1.0,2.0,0.0,1.0,67,67,2.0,450000.0
4342,27,1.0,3.0,1.0,1.0,67,67,3.0,800000.0
4343,27,2.0,2.0,1.0,1.0,67,69,2.0,750000.0
4344,21,1.0,3.0,0.0,1.0,67,75,2.0,975000.0
4345,28,1.0,3.0,1.0,1.0,67,67,2.0,625000.0
4346,23,2.0,0.0,1.0,1.0,67,74,3.0,1100000.0
4347,38,0.0,1.0,1.0,1.0,67,67,1.0,50000.0
4348,29,2.0,0.0,1.0,1.0,67,67,3.0,750000.0
4349,32,3.0,2.0,1.0,1.0,67,67,2.0,450000.0
4350,34,4.0,0.0,0.0,1.0,67,67,3.0,375000.0
4351,23,1.0,0.0,1.0,1.0,67,73,3.0,1000000.0
4352,36,3.0,0.0,0.0,2.0,67,67,2.0,270000.0
4353,21,1.0,2.0,0.0,1.0,67,77,2.0,1100000.0
4354,31,2.0,1.0,1.0,1.0,67,67,1.0,475000.0
4355,30,1.0,3.0,1.0,1.0,67,67,3.0,700000.0
4356,30,0.0,3.0,0.0,1.0,67,67,3.0,725000.0
4357,24,1.0,0.0,1.0,1.0,67,73,2.0,1100000.0
4358,20,1.0,1.0,1.0,1.0,67,80,1.0,1200000.0
4359,26,1.0,2.0,0.0,1.0,67,69,2.0,775000.0
4360,30,1.0,3.0,1.0,1.0,67,67,3.0,700000.0
4361,26,1.0,2.0,1.0,1.0,67,68,2.0,725000.0
4362,24,1.0,3.0,1.0,1.0,67,73,3.0,1000000.0
4363,22,1.0,1.0,1.0,1.0,67,75,1.0,850000.0
4364,28,0.0,1.0,1.0,1.0,67,67,1.0,525000.0
4365,29,0.0,0.0,1.0,1.0,67,67,3.0,750000.0
4366,31,0.0,0.0,1.0,1.0,67,67,2.0,675000.0
4367,22,1.0,2.0,1.0,1.0,67,74,2.0,900000.0
4368,22,1.0,3.0,0.0,1.0,67,74,3.0,1100000.0
4369,33,1.0,0.0,1.0,2.0,67,67,3.0,475000.0
4370,21,1.0,3.0,1.0,1.0,67,79,3.0,1400000.0
4371,26,1.0,3.0,1.0,1.0,67,69,3.0,900000.0
4372,31,1.0,3.0,1.0,1.0,67,67,3.0,675000.0
4373,27,3.0,3.0,1.0,1.0,67,68,3.0,850000.0
4374,30,1.0,0.0,1.0,1.0,67,67,3.0,725000.0
4375,24,0.0,3.0,1.0,1.0,67,69,3.0,950000.0
4376,29,1.0,3.0,1.0,1.0,67,67,3.0,750000.0
4377,26,1.0,2.0,0.0,1.0,67,67,2.0,650000.0
4378,31,1.0,3.0,1.0,1.0,67,67,2.0,525000.0
4379,36,1.0,1.0,1.0,1.0,67,67,1.0,100000.0
4380,24,1.0,0.0,0.0,1.0,67,73,3.0,1100000.0
4381,30,1.0,3.0,0.0,1.0,67,67,2.0,575000.0
4382,24,1.0,2.0,1.0,1.0,67,73,2.0,900000.0
4383,19,1.0,3.0,1.0,1.0,67,80,3.0,1400000.0
4384,35,1.0,3.0,1.0,1.0,67,67,2.0,325000.0
4385,29,2.0,3.0,1.0,1.0,67,67,3.0,750000.0
4386,21,1.0,2.0,1.0,1.0,67,79,2.0,1200000.0
4387,32,1.0,3.0,1.0,1.0,67,67,3.0,600000.0
4388,21,1.0,0.0,0.0,1.0,67,77,3.0,1200000.0
4389,26,1.0,0.0,1.0,1.0,67,68,3.0,900000.0
4390,26,0.0,3.0,0.0,1.0,67,67,3.0,825000.0
4391,24,1.0,3.0,1.0,1.0,67,72,3.0,1000000.0
4392,29,0.0,2.0,1.0,1.0,67,67,3.0,575000.0
4393,33,1.0,3.0,0.0,1.0,67,67,2.0,450000.0
4394,22,0.0,3.0,1.0,1.0,67,77,3.0,1100000.0
4395,26,0.0,2.0,1.0,1.0,67,69,2.0,775000.0
4396,26,1.0,3.0,1.0,1.0,67,68,3.0,875000.0
4397,25,0.0,2.0,1.0,1.0,67,71,2.0,825000.0
4398,24,2.0,2.0,1.0,1.0,67,72,2.0,850000.0
4399,24,1.0,2.0,1.0,1.0,67,72,2.0,875000.0
4400,34,0.0,3.0,0.0,1.0,67,67,3.0,375000.0
4401,19,1.0,2.0,0.0,1.0,67,87,2.0,1500000.0
4402,34,0.0,2.0,1.0,1.0,67,67,2.0,230000.0
4403,24,1.0,3.0,1.0,1.0,67,73,3.0,1000000.0
4404,23,1.0,1.0,1.0,1.0,67,75,1.0,850000.0
4405,28,2.0,1.0,1.0,1.0,67,68,1.0,625000.0
4406,30,0.0,3.0,1.0,1.0,67,67,2.0,575000.0
4407,26,1.0,3.0,1.0,1.0,67,68,3.0,900000.0
4408,20,1.0,2.0,1.0,1.0,67,77,2.0,1100000.0
4409,23,0.0,3.0,1.0,1.0,67,75,3.0,975000.0
4410,21,1.0,2.0,0.0,1.0,67,78,2.0,1200000.0
4411,26,1.0,0.0,0.0,1.0,67,67,3.0,825000.0
4412,24,2.0,3.0,1.0,1.0,67,71,3.0,1000000.0
4413,34,0.0,2.0,1.0,1.0,67,67,2.0,230000.0
4414,28,1.0,0.0,1.0,1.0,67,67,2.0,800000.0
4415,25,2.0,3.0,0.0,1.0,67,68,3.0,900000.0
4416,25,3.0,3.0,0.0,1.0,67,68,4.0,900000.0
4417,30,0.0,0.0,1.0,1.0,67,67,3.0,725000.0
4418,23,1.0,2.0,1.0,1.0,67,70,2.0,825000.0
4419,21,1.0,1.0,1.0,1.0,67,77,1.0,950000.0
4420,29,1.0,3.0,1.0,1.0,67,67,3.0,750000.0
4421,32,0.0,3.0,1.0,1.0,67,67,3.0,575000.0
4422,30,1.0,1.0,1.0,1.0,67,68,1.0,575000.0
4423,24,1.0,2.0,1.0,1.0,67,71,2.0,850000.0
4424,33,0.0,3.0,0.0,1.0,67,67,3.0,475000.0
4425,35,1.0,2.0,1.0,1.0,67,67,3.0,160000.0
4426,22,1.0,0.0,1.0,1.0,67,76,2.0,1200000.0
4427,20,1.0,3.0,1.0,1.0,67,83,3.0,1700000.0
4428,19,1.0,2.0,1.0,1.0,67,78,3.0,1100000.0
4429,23,0.0,0.0,1.0,1.0,67,71,3.0,1000000.0
4430,35,1.0,3.0,1.0,1.0,67,67,2.0,180000.0
4431,24,1.0,2.0,0.0,1.0,67,74,3.0,900000.0
4432,24,1.0,3.0,1.0,1.0,67,70,3.0,950000.0
4433,22,1.0,1.0,1.0,1.0,67,74,1.0,800000.0
4434,24,1.0,3.0,1.0,1.0,67,73,2.0,900000.0
4435,30,1.0,2.0,1.0,1.0,67,67,2.0,575000.0
4436,27,1.0,2.0,1.0,1.0,67,68,2.0,725000.0
4437,28,0.0,0.0,1.0,1.0,67,67,3.0,800000.0
4438,20,1.0,3.0,1.0,1.0,67,77,3.0,1200000.0
4439,27,1.0,0.0,0.0,1.0,67,67,2.0,800000.0
4440,26,1.0,3.0,1.0,1.0,67,68,3.0,900000.0
4441,22,1.0,3.0,1.0,1.0,67,75,3.0,1100000.0
4442,26,1.0,2.0,1.0,1.0,67,69,2.0,775000.0
4443,31,3.0,3.0,0.0,1.0,67,67,3.0,525000.0
4444,28,1.0,2.0,1.0,1.0,67,67,3.0,600000.0
4445,24,1.0,3.0,1.0,1.0,67,71,3.0,975000.0
4446,26,0.0,3.0,1.0,1.0,67,68,3.0,875000.0
4447,23,1.0,3.0,0.0,1.0,67,75,3.0,1100000.0
4448,22,0.0,3.0,1.0,1.0,67,80,2.0,1300000.0
4449,27,1.0,2.0,1.0,1.0,67,68,2.0,700000.0
4450,29,0.0,3.0,1.0,1.0,67,67,3.0,600000.0
4451,33,2.0,0.0,1.0,2.0,67,67,3.0,475000.0
4452,34,0.0,3.0,1.0,1.0,67,67,2.0,230000.0
4453,31,3.0,2.0,1.0,1.0,67,67,2.0,525000.0
4454,25,1.0,3.0,1.0,1.0,67,69,3.0,925000.0
4455,30,1.0,2.0,0.0,1.0,67,67,2.0,550000.0
4456,23,1.0,0.0,1.0,1.0,67,76,2.0,1200000.0
4457,32,2.0,0.0,0.0,1.0,67,67,3.0,600000.0
4458,23,2.0,0.0,0.0,1.0,67,73,3.0,1100000.0
4459,21,0.0,0.0,0.0,1.0,67,80,3.0,1500000.0
4460,26,1.0,2.0,0.0,1.0,67,68,3.0,725000.0
4461,36,0.0,1.0,1.0,1.0,67,67,1.0,100000.0
4462,30,0.0,3.0,1.0,1.0,67,67,2.0,725000.0
4463,30,1.0,3.0,0.0,1.0,67,67,2.0,700000.0
4464,31,1.0,0.0,1.0,1.0,67,67,3.0,675000.0
4465,25,2.0,3.0,1.0,1.0,67,68,3.0,900000.0
4466,25,1.0,3.0,1.0,1.0,67,70,3.0,950000.0
4467,25,3.0,2.0,1.0,1.0,67,72,2.0,850000.0
4468,25,1.0,2.0,1.0,1.0,67,70,2.0,800000.0
4469,21,1.0,2.0,1.0,1.0,67,74,2.0,900000.0
4470,22,0.0,3.0,1.0,1.0,67,75,3.0,1100000.0
4471,32,1.0,3.0,1.0,1.0,67,67,3.0,600000.0
4472,26,1.0,3.0,1.0,1.0,67,70,3.0,925000.0
4473,26,1.0,3.0,0.0,1.0,67,69,3.0,750000.0
4474,27,2.0,3.0,1.0,1.0,67,67,3.0,825000.0
4475,24,1.0,3.0,1.0,1.0,67,71,3.0,1000000.0
4476,30,2.0,0.0,1.0,1.0,67,67,3.0,725000.0
4477,28,0.0,3.0,1.0,1.0,67,67,3.0,775000.0
4478,21,1.0,1.0,0.0,1.0,67,75,1.0,850000.0
4479,27,1.0,0.0,0.0,1.0,67,67,3.0,825000.0
4480,29,1.0,2.0,1.0,1.0,67,67,2.0,600000.0
