ID,reputation,stat_overall,stat_potential,stat_skill_moves,value
4259,1,67,67,2,575000
4260,1,67,73,2,900000
4261,1,67,67,3,825000
4262,1,67,67,3,675000
4263,1,67,78,1,1000000
4264,1,67,72,2,875000
4265,1,67,67,2,575000
4266,1,67,67,2,625000
4267,1,67,67,2,725000
4268,1,67,67,3,800000
4269,1,67,71,2,1000000
4270,1,67,71,3,975000
4271,1,67,73,3,1000000
4272,1,67,78,3,1300000
4273,1,67,70,2,800000
4274,1,67,75,2,975000
4275,1,67,67,3,600000
4276,1,67,67,3,825000
4277,1,67,67,2,550000
4278,1,67,71,3,1000000
4279,1,67,67,2,600000
4280,1,67,75,1,850000
4281,1,67,67,2,230000
4282,1,67,70,2,975000
4283,1,67,68,4,900000
4284,1,67,67,3,750000
4285,1,67,68,3,875000
4286,1,67,67,3,375000
4287,1,67,67,3,800000
4288,1,67,71,3,1000000
4289,1,67,70,2,775000
4290,1,67,67,1,500000
4291,1,67,67,2,600000
4292,1,67,67,1,500000
4293,1,67,73,1,750000
4294,1,67,76,3,1000000
4295,1,67,71,3,1000000
4296,1,67,88,3,1700000
4297,1,67,67,2,400000
4298,1,67,67,2,750000
4299,1,67,71,3,975000
4300,1,67,76,2,1000000
4301,1,67,67,2,625000
4302,1,67,69,3,950000
4303,1,67,72,2,875000
4304,1,67,79,1,1100000
4305,1,67,81,4,1600000
4306,1,67,74,2,925000
4307,1,67,67,1,525000
4308,1,67,68,3,900000
4309,1,67,67,2,600000
4310,1,67,72,2,850000
4311,1,67,67,2,300000
4312,1,67,67,3,575000
4313,1,67,72,2,875000
4314,1,67,73,3,1000000
4315,1,67,67,3,725000
4316,1,67,79,1,1100000
4317,1,67,67,3,825000
4318,1,67,69,2,725000
4319,1,67,74,3,1100000
4320,1,67,72,3,1000000
4321,1,67,67,3,775000
4322,1,67,67,2,525000
4323,1,67,73,4,1000000
4324,1,67,67,3,725000
4325,1,67,76,2,1000000
4326,1,67,76,3,1200000
4327,1,67,74,2,900000
4328,1,67,74,3,900000
4329,1,67,70,3,975000
4330,1,67,67,2,230000
4331,1,67,68,3,900000
4332,1,67,70,2,800000
4333,1,67,67,3,400000
4334,1,67,72,2,875000
4335,1,67,70,2,775000
4336,1,67,67,3,800000
4337,1,67,69,4,925000
4338,1,67,73,1,750000
4339,1,67,75,1,850000
4340,1,67,68,3,900000
4341,1,67,67,2,450000
4342,1,67,67,3,800000
4343,1,67,69,2,750000
4344,1,67,75,2,975000
4345,1,67,67,2,625000
4346,1,67,74,3,1100000
4347,1,67,67,1,50000
4348,1,67,67,3,750000
4349,1,67,67,2,450000
4350,1,67,67,3,375000
4351,1,67,73,3,1000000
4352,2,67,67,2,270000
4353,1,67,77,2,1100000
4354,1,67,67,1,475000
4355,1,67,67,3,700000
4356,1,67,67,3,725000
4357,1,67,73,2,1100000
4358,1,67,80,1,1200000
4359,1,67,69,2,775000
4360,1,67,67,3,700000
4361,1,67,68,2,725000
4362,1,67,73,3,1000000
4363,1,67,75,1,850000
4364,1,67,67,1,525000
4365,1,67,67,3,750000
4366,1,67,67,2,675000
4367,1,67,74,2,900000
4368,1,67,74,3,1100000
4369,2,67,67,3,475000
4370,1,67,79,3,1400000
4371,1,67,69,3,900000
4372,1,67,67,3,675000
4373,1,67,68,3,850000
4374,1,67,67,3,725000
4375,1,67,69,3,950000
4376,1,67,67,3,750000
4377,1,67,67,2,650000
4378,1,67,67,2,525000
4379,1,67,67,1,100000
4380,1,67,73,3,1100000
4381,1,67,67,2,575000
4382,1,67,73,2,900000
4383,1,67,80,3,1400000
4384,1,67,67,2,325000
4385,1,67,67,3,750000
4386,1,67,79,2,1200000
4387,1,67,67,3,600000
4388,1,67,77,3,1200000
4389,1,67,68,3,900000
4390,1,67,67,3,825000
4391,1,67,72,3,1000000
4392,1,67,67,3,575000
4393,1,67,67,2,450000
4394,1,67,77,3,1100000
4395,1,67,69,2,775000
4396,1,67,68,3,875000
4397,1,67,71,2,825000
4398,1,67,72,2,850000
4399,1,67,72,2,875000
4400,1,67,67,3,375000
4401,1,67,87,2,1500000
4402,1,67,67,2,230000
4403,1,67,73,3,1000000
4404,1,67,75,1,850000
4405,1,67,68,1,625000
4406,1,67,67,2,575000
4407,1,67,68,3,900000
4408,1,67,77,2,1100000
4409,1,67,75,3,975000
4410,1,67,78,2,1200000
4411,1,67,67,3,825000
4412,1,67,71,3,1000000
4413,1,67,67,2,230000
4414,1,67,67,2,800000
4415,1,67,68,3,900000
4416,1,67,68,4,900000
4417,1,67,67,3,725000
4418,1,67,70,2,825000
4419,1,67,77,1,950000
4420,1,67,67,3,750000
4421,1,67,67,3,575000
4422,1,67,68,1,575000
4423,1,67,71,2,850000
4424,1,67,67,3,475000
4425,1,67,67,3,160000
4426,1,67,76,2,1200000
4427,1,67,83,3,1700000
4428,1,67,78,3,1100000
4429,1,67,71,3,1000000
4430,1,67,67,2,180000
4431,1,67,74,3,900000
4432,1,67,70,3,950000
4433,1,67,74,1,800000
4434,1,67,73,2,900000
4435,1,67,67,2,575000
4436,1,67,68,2,725000
4437,1,67,67,3,800000
4438,1,67,77,3,1200000
4439,1,67,67,2,800000
4440,1,67,68,3,900000
4441,1,67,75,3,1100000
4442,1,67,69,2,775000
4443,1,67,67,3,525000
4444,1,67,67,3,600000
4445,1,67,71,3,975000
4446,1,67,68,3,875000
4447,1,67,75,3,1100000
4448,1,67,80,2,1300000
4449,1,67,68,2,700000
4450,1,67,67,3,600000
4451,2,67,67,3,475000
4452,1,67,67,2,230000
4453,1,67,67,2,525000
4454,1,67,69,3,925000
4455,1,67,67,2,550000
4456,1,67,76,2,1200000
4457,1,67,67,3,600000
4458,1,67,73,3,1100000
4459,1,67,80,3,1500000
4460,1,67,68,3,725000
4461,1,67,67,1,100000
4462,1,67,67,2,725000
4463,1,67,67,2,700000
4464,1,67,67,3,675000
4465,1,67,68,3,900000
4466,1,67,70,3,950000
4467,1,67,72,2,850000
4468,1,67,70,2,800000
4469,1,67,74,2,900000
4470,1,67,75,3,1100000
4471,1,67,67,3,600000
4472,1,67,70,3,925000
4473,1,67,69,3,750000
4474,1,67,67,3,825000
4475,1,67,71,3,1000000
4476,1,67,67,3,725000
4477,1,67,67,3,775000
4478,1,67,75,1,850000
4479,1,67,67,3,825000
4480,1,67,67,2,600000
4481,1,67,67,2,800000
4482,1,67,67,2,800000
4483,1,67,67,2,625000
4484,1,67,67,2,600000
4485,1,67,67,3,475000
4486,1,67,67,2,600000
4487,1,67,67,2,550000
4488,1,67,70,3,950000
4489,1,67,70,3,950000
4490,1,67,77,3,1100000
4491,1,67,78,3,1300000
4492,1,67,76,3,1200000
4493,1,67,73,3,1100000
4494,1,67,69,3,950000
4495,1,67,86,3,1600000
4496,1,67,75,4,1100000
4497,1,67,73,1,750000
4498,1,67,68,3,900000
4499,1,67,69,2,775000
4500,1,67,77,2,1100000
4501,1,67,67,3,550000
4502,1,67,67,2,230000
4503,1,67,76,2,1000000
4504,1,67,67,2,525000
4505,1,67,67,3,825000
4506,1,67,71,1,700000
4507,1,67,71,2,825000
4508,1,67,74,3,1100000
4509,1,67,67,3,450000
4510,1,67,74,2,925000
4511,1,67,74,2,900000
4512,1,67,67,2,230000
4513,1,67,72,2,850000
4514,1,67,70,3,950000
4515,1,67,79,4,1300000
4516,1,67,72,2,875000
4517,1,67,73,2,900000
4518,1,67,70,3,950000
4519,1,67,67,2,525000
4520,1,67,70,2,800000
4521,1,67,67,3,825000
4522,1,67,67,3,775000
4523,1,67,72,3,850000
4524,1,67,81,2,1500000
4525,1,67,71,2,1000000
4526,1,67,75,3,950000
4527,1,67,79,3,1300000
4528,1,67,67,3,800000
4529,1,67,70,3,950000
4530,1,67,75,3,1100000
4531,1,67,67,2,600000
4532,1,67,71,2,1000000
4533,1,67,67,3,825000
4534,1,67,67,3,800000
4535,1,67,72,2,850000
4536,1,67,70,3,800000
4537,1,67,67,2,600000
4538,1,67,67,3,675000
4539,1,67,71,2,850000
4540,1,67,72,2,850000
4541,1,67,67,2,100000
4542,1,67,72,3,1000000
4543,1,67,68,2,750000
4544,1,67,70,2,800000
4545,1,67,68,3,725000
4546,1,67,67,2,500000
4547,1,67,80,3,1500000
4548,1,67,67,2,575000
4549,1,67,72,1,725000
4550,1,67,69,3,925000
4551,1,67,67,3,450000
4552,1,67,68,3,900000
4553,1,67,67,3,575000
4554,1,67,67,2,600000
4555,1,67,81,2,1500000
4556,1,67,69,3,925000
4557,1,67,78,3,1300000
4558,1,67,75,3,1100000
4559,1,67,67,2,575000
4560,1,67,68,3,900000
4561,1,67,67,3,725000
4562,1,67,71,3,975000
4563,1,67,79,2,1200000
4564,1,67,72,2,1000000
4565,1,67,67,3,800000
4566,1,67,67,3,825000
4567,1,67,78,3,1300000
4568,1,67,82,3,1500000
4569,1,67,75,2,975000
4570,1,67,67,2,575000
4571,1,67,83,3,1600000
4572,1,67,73,3,1000000
4573,1,67,67,3,750000
4574,1,67,67,3,750000
4575,1,67,79,1,1100000
4576,1,67,70,3,950000
4577,1,67,67,2,575000
4578,1,67,73,3,1100000
4579,1,67,67,3,775000
4580,1,67,68,3,900000
4581,1,67,68,3,850000
4582,1,67,72,2,875000
4583,1,67,67,3,725000
4584,1,67,67,2,725000
4585,1,67,67,2,600000
4586,1,67,81,3,1700000
4587,1,67,67,3,675000
4588,1,67,67,2,675000
4589,1,67,75,3,975000
4590,1,67,78,2,1100000
4591,1,67,67,3,775000
4592,1,67,67,2,575000
4593,1,67,67,3,750000
4594,1,67,67,3,800000
4595,1,67,71,2,825000
4596,1,67,67,2,625000
4597,1,67,81,3,1700000
4598,1,67,67,2,230000
4599,1,67,69,2,775000
4600,1,67,76,3,1200000
4601,1,67,77,3,1300000
4602,1,67,67,2,625000
4603,1,67,77,1,950000
4604,1,67,79,1,1100000
4605,1,67,68,2,900000
4606,1,67,70,3,925000
4607,1,67,67,3,775000
4608,1,67,69,3,925000
4609,1,67,78,2,1100000
4610,1,67,67,3,825000
4611,1,67,67,3,825000
4612,1,67,72,4,1000000
4613,1,67,75,3,1100000
4614,1,67,68,2,675000
4615,1,67,67,2,550000
4616,1,67,79,3,1300000
4617,1,67,69,3,925000
4618,1,67,71,2,850000
4619,1,67,67,3,575000
4620,1,67,78,1,1000000
4621,1,67,78,3,1300000
4622,1,67,70,2,800000
4623,1,67,67,3,775000
4624,1,67,79,3,1400000
4625,1,67,67,2,575000
4626,1,67,73,2,900000
4627,1,67,67,3,550000
4628,1,67,67,2,525000
4629,1,67,76,2,1000000
4630,1,67,67,3,625000
4631,1,67,67,3,750000
4632,1,67,67,2,600000
4633,1,67,72,2,850000
4634,1,67,68,2,675000
4635,1,67,74,2,925000
4636,1,67,77,2,1100000
4637,1,67,67,3,675000
4638,1,67,72,1,725000
4639,1,67,71,3,975000
4640,1,67,67,1,525000
4641,1,67,79,3,1400000
4642,1,67,67,3,800000
4643,1,67,70,3,800000
4644,1,67,67,2,575000
4645,1,67,67,3,650000
4646,1,67,67,2,725000
4647,1,67,67,3,425000
4648,1,67,71,2,825000
4649,1,67,73,2,875000
4650,1,67,70,2,800000
4651,1,67,72,2,1000000
4652,1,67,67,3,550000
4653,1,67,67,2,600000
4654,1,67,67,3,725000
4655,1,67,71,3,1000000
4656,1,67,67,3,825000
4657,1,67,74,2,925000
4658,1,67,72,1,725000
4659,1,67,67,2,425000
4660,1,67,67,2,90000
4661,1,67,67,2,290000
4662,1,67,75,2,1100000
4663,1,67,76,3,1200000
4664,1,67,67,3,775000
4665,1,67,67,2,425000
4666,1,67,72,3,1000000
4667,1,67,68,3,900000
4668,1,67,72,2,1000000
4669,1,67,67,3,750000
4670,1,67,69,3,925000
4671,1,67,75,2,975000
4672,1,67,75,3,1100000
4673,1,67,72,4,1000000
4674,1,67,77,3,1100000
4675,1,67,67,2,600000
4676,1,67,79,2,1200000
4677,1,67,70,3,975000
4678,1,67,67,3,325000
4679,1,67,80,3,1400000
4680,1,67,68,2,675000
4681,1,67,72,3,1000000
4682,1,67,67,2,650000
4683,1,67,77,2,1100000
4684,1,67,67,1,475000
4685,1,67,67,2,800000
4686,1,67,73,3,1100000
4687,1,67,67,2,750000
4688,1,67,68,3,900000
4689,1,67,78,3,1300000
4690,1,67,70,3,950000
4691,1,67,67,2,180000
4692,2,67,67,2,300000
4693,1,67,70,3,975000
4694,1,67,67,3,725000
4695,1,67,67,2,525000
4696,1,67,67,3,550000
4697,1,67,78,3,1300000
4698,1,67,67,3,575000
4699,1,67,67,2,600000
4700,1,67,69,2,750000
4701,1,67,70,3,950000
4702,1,67,67,2,500000
4703,1,67,70,3,800000
4704,1,67,74,3,900000
4705,1,67,74,3,1100000
4706,1,67,71,3,825000
4707,1,67,67,3,775000
4708,1,67,70,3,950000
4709,1,67,72,3,850000
4710,1,67,70,2,800000
4711,1,67,72,2,850000
4712,1,67,75,1,850000
4713,1,67,67,3,700000
4714,1,67,72,3,1000000
4715,1,67,71,2,825000
4716,1,67,72,2,875000
4717,1,67,75,3,1100000
4718,1,67,73,3,1000000
4719,1,67,73,2,900000
4720,1,67,71,3,825000
4721,1,67,70,3,975000
4722,1,67,70,3,800000
4723,1,67,67,3,575000
4724,1,67,84,1,1300000
4725,1,67,70,3,800000
4726,1,67,74,2,1100000
4727,1,67,73,2,875000
4728,1,67,67,3,575000
4729,1,67,75,2,950000
4730,1,67,77,3,1300000
4731,1,67,67,3,750000
4732,1,67,74,2,1100000
4733,1,67,67,2,500000
4734,1,67,67,3,425000
4735,1,67,75,2,975000
4736,1,67,67,3,500000
4737,1,67,68,2,750000
4738,1,67,79,3,1300000
4739,1,67,73,2,900000
4740,1,67,67,3,800000
4741,1,67,72,3,850000
4742,1,67,67,2,800000
4743,1,67,73,3,1000000
4744,1,67,76,3,1200000
4745,1,67,85,3,1500000
4746,1,67,76,3,1200000
4747,1,67,67,3,600000
4748,1,67,67,2,600000
4749,1,67,68,2,725000
4750,1,67,67,4,800000
4751,1,67,67,3,240000
4752,1,67,67,2,500000
4753,1,67,70,2,775000
4754,1,67,67,1,450000
4755,1,67,75,2,950000
4756,1,67,67,3,700000
4757,1,67,67,2,600000
4758,1,67,67,2,625000
4759,1,67,67,3,500000
4760,1,67,71,3,1000000
4761,1,67,67,2,625000
4762,1,67,67,3,675000
4763,1,67,71,2,975000
4764,1,67,67,2,525000
4765,1,67,67,1,50000
4766,1,67,67,2,625000
4767,1,67,72,3,1000000
4768,1,67,67,3,600000
4769,1,67,72,2,875000
4770,1,67,67,3,775000
4771,1,67,78,2,1300000
4772,1,67,67,2,600000
4773,1,67,75,2,1100000
4774,1,67,69,3,925000
4775,1,67,75,3,1100000
4776,1,67,78,4,1300000
4777,1,67,71,3,1000000
4778,1,67,70,2,800000
4779,1,67,67,3,775000
4780,1,67,73,2,900000
4781,1,67,67,2,450000
4782,1,67,71,2,1000000
4783,1,67,67,3,775000
4784,1,67,67,2,600000
4785,1,67,77,2,1000000
4786,1,67,67,3,800000
4787,1,67,67,3,775000
4788,1,67,71,2,825000
4789,1,67,67,5,600000
4790,1,67,75,2,1100000
4791,1,67,69,2,750000
4792,1,67,74,2,925000
4793,1,67,70,3,975000
4794,1,67,78,3,1300000
4795,1,67,67,2,450000
4796,1,67,79,2,1200000
4797,1,67,67,3,625000
4798,1,67,71,2,1000000
4799,1,67,71,2,825000
4800,1,67,78,2,1100000
4801,1,67,70,3,950000
4802,1,67,67,3,700000
4803,1,67,67,3,270000
4804,1,67,67,3,425000
4805,1,67,75,1,850000
4806,1,67,68,2,700000
4807,1,67,67,2,160000
4808,1,67,67,3,600000
4809,1,67,73,2,1000000
4810,1,67,75,3,1100000
4811,1,67,73,2,900000
4812,1,67,67,2,230000
4813,1,67,67,3,800000
4814,1,67,75,3,1100000
4815,1,66,70,4,825000
4816,1,66,78,3,1000000
4817,1,66,68,3,800000
4818,1,66,76,2,900000
4819,1,66,66,3,200000
4820,1,66,66,2,475000
4821,1,66,67,3,750000
4822,1,66,74,4,950000
4823,1,66,71,3,875000
4824,1,66,66,3,525000
4825,1,66,76,3,1000000
4826,1,66,66,2,650000
4827,1,66,70,2,700000
4828,1,66,70,2,700000
4829,1,66,75,3,850000
4830,1,66,74,2,825000
4831,1,66,72,2,750000
4832,1,66,84,3,1400000
4833,1,66,66,2,475000
4834,1,66,72,3,875000
4835,1,66,67,4,775000
4836,1,66,66,3,625000
4837,1,66,66,2,675000
4838,1,66,81,3,1400000
4839,1,66,66,2,150000
4840,1,66,69,3,825000
4841,1,66,66,2,400000
4842,1,66,68,2,600000
4843,1,66,71,2,725000
4844,1,66,79,3,1200000
4845,1,66,66,3,475000
4846,1,66,66,2,500000
4847,1,66,78,3,1100000
4848,1,66,73,3,900000
4849,1,66,74,3,950000
4850,1,66,66,3,650000
4851,1,66,66,3,575000
4852,1,66,73,3,900000
4853,1,66,77,3,1100000
4854,1,66,70,2,700000
4855,1,66,70,2,675000
4856,1,66,77,2,975000
4857,1,66,66,3,700000
4858,1,66,72,3,750000
4859,1,66,79,2,1100000
4860,1,66,72,3,900000
4861,1,66,66,2,700000
4862,1,66,66,2,475000
4863,1,66,69,3,800000
4864,1,66,73,2,775000
4865,1,66,74,2,825000
4866,1,66,80,3,1400000
4867,1,66,68,1,525000
4868,1,66,66,3,400000
4869,1,66,72,2,750000
4870,1,66,66,1,375000
4871,1,66,71,2,725000
4872,1,66,66,3,600000
4873,1,66,66,3,675000
4874,1,66,71,3,850000
4875,1,66,67,2,625000
4876,1,66,66,2,70000
4877,1,66,66,3,650000
4878,1,66,68,3,800000
4879,1,66,79,3,1200000
4880,1,66,71,2,700000
4881,1,66,69,1,575000
4882,1,66,66,2,200000
4883,1,66,75,3,1000000
4884,1,66,76,3,1000000
4885,1,66,84,3,1300000
4886,1,66,66,3,625000
4887,1,66,66,2,475000
4888,1,66,66,3,90000
4889,1,66,83,3,1400000
4890,1,66,75,3,1000000
4891,1,66,66,3,575000
4892,1,66,66,3,700000
4893,1,66,66,3,525000
4894,1,66,71,2,725000
4895,1,66,70,2,700000
4896,1,66,70,3,850000
4897,1,66,75,2,875000
4898,1,66,66,2,425000
4899,1,66,66,2,675000
4900,1,66,74,3,825000
4901,1,66,74,3,950000
4902,1,66,66,3,675000
4903,1,66,66,3,475000
4904,1,66,75,5,1000000
4905,1,66,66,2,90000
4906,1,66,66,2,650000
4907,1,66,70,3,825000
4908,1,66,66,3,500000
4909,1,66,66,3,575000
4910,1,66,66,2,525000
4911,1,66,71,2,725000
4912,1,66,73,3,900000
4913,1,66,66,2,475000
4914,1,66,79,3,1100000
4915,1,66,73,3,900000
4916,1,66,66,1,375000
4917,1,66,66,3,525000
4918,1,66,67,3,750000
4919,1,66,68,3,775000
4920,1,66,70,2,700000
4921,1,66,77,2,1100000
4922,1,66,78,3,1100000
4923,1,66,66,3,675000
4924,1,66,66,2,500000
4925,1,66,68,3,650000
4926,1,66,66,3,600000
4927,1,66,66,2,550000
4928,1,66,69,1,550000
4929,1,66,66,2,475000
4930,1,66,66,2,425000
4931,1,66,71,3,750000
4932,1,66,66,3,325000
4933,1,66,76,3,1000000
4934,1,66,73,3,900000
4935,1,66,66,2,375000
4936,1,66,66,3,525000
4937,1,66,74,2,825000
4938,1,66,67,3,750000
4939,1,66,66,3,650000
4940,1,66,71,3,875000
4941,1,66,74,3,950000
4942,1,66,73,2,900000
4943,1,66,74,2,825000
4944,1,66,76,2,1000000
4945,1,66,75,1,750000
4946,1,66,72,3,750000
4947,1,66,75,3,1000000
4948,1,66,66,2,475000
4949,1,66,66,2,400000
4950,1,66,71,2,725000
4951,1,66,80,2,1300000
4952,1,66,66,3,500000
4953,1,66,66,3,650000
4954,1,66,66,2,550000
4955,1,66,66,2,525000
4956,1,66,75,3,975000
4957,1,66,66,2,200000
4958,1,66,75,3,1000000
4959,1,66,79,3,1200000
4960,1,66,79,3,1100000
4961,1,66,70,2,700000
4962,1,66,76,2,900000
4963,1,66,71,3,850000
4964,1,66,74,2,825000
4965,1,66,74,1,725000
4966,1,66,66,3,575000
4967,1,66,66,3,675000
4968,1,66,66,2,475000
4969,1,66,66,2,525000
4970,1,66,72,3,875000
4971,1,66,67,2,625000
4972,1,66,71,3,725000
4973,1,66,75,3,975000
4974,1,66,66,2,500000
4975,1,66,67,1,525000
4976,1,66,74,3,925000
4977,1,66,72,2,750000
4978,1,66,78,1,900000
4979,1,66,71,2,725000
4980,1,66,66,3,675000
4981,1,66,71,3,850000
4982,1,66,73,2,775000
4983,1,66,66,2,475000
4984,1,66,75,2,850000
4985,1,66,67,3,775000
4986,1,66,67,3,750000
4987,1,66,73,2,775000
4988,1,66,66,3,500000
4989,1,66,67,2,600000
4990,2,66,66,1,40000
4991,1,66,76,2,925000
4992,1,66,71,2,850000
4993,1,66,80,3,1400000
4994,1,66,70,2,700000
4995,1,66,75,3,775000
4996,1,66,66,2,525000
4997,1,66,76,2,925000
4998,1,66,70,3,700000
4999,1,66,80,3,1400000
5000,1,66,66,1,40000
5001,1,66,78,2,1000000
5002,1,66,70,2,700000
5003,1,66,66,2,525000
5004,1,66,66,3,700000
5005,1,66,69,3,675000
5006,1,66,72,2,750000
5007,1,66,69,2,675000
5008,1,66,70,3,850000
5009,1,66,77,3,975000
5010,1,66,81,3,1400000
5011,1,66,66,3,675000
5012,1,66,75,2,850000
5013,1,66,66,2,475000
5014,1,66,75,2,850000
5015,1,66,70,1,575000
5016,1,66,73,4,900000
5017,1,66,74,3,950000
5018,1,66,78,3,1200000
5019,1,66,82,1,1100000
5020,1,66,66,2,475000
5021,1,66,69,2,675000
5022,1,66,74,3,950000
5023,1,66,66,2,475000
5024,1,66,66,2,260000
5025,1,66,85,3,1300000
5026,1,66,72,2,750000
5027,1,66,66,2,475000
5028,1,66,66,1,375000
5029,1,66,66,2,475000
5030,1,66,66,2,260000
5031,1,66,82,3,1400000
5032,1,66,66,3,475000
5033,1,66,71,2,725000
5034,1,66,70,3,825000
5035,1,66,66,1,40000
5036,1,66,66,2,600000
5037,1,66,84,1,1100000
5038,1,66,76,3,925000
5039,1,66,77,3,1100000
5040,1,66,71,3,850000
5041,1,66,66,2,500000
5042,1,66,66,2,525000
5043,1,66,66,1,325000
5044,1,66,75,3,1000000
5045,1,66,66,2,425000
5046,1,66,66,1,375000
5047,1,66,68,3,775000
5048,1,66,66,2,375000
5049,1,66,72,1,625000
5050,1,66,66,1,400000
5051,1,66,75,2,850000
5052,1,66,76,2,900000
5053,1,66,66,1,260000
5054,1,66,75,2,875000
5055,1,66,69,2,675000
5056,1,66,67,2,625000
5057,1,66,67,3,725000
5058,1,66,66,2,550000
5059,1,66,66,2,650000
5060,1,66,66,2,525000
5061,1,66,66,2,525000
5062,1,66,66,3,625000
5063,1,66,74,3,800000
5064,1,66,66,3,675000
5065,1,66,71,2,725000
5066,1,66,77,3,975000
5067,1,66,74,2,825000
5068,1,66,66,2,425000
5069,1,66,67,2,625000
5070,1,66,76,2,875000
5071,1,66,66,3,700000
5072,1,66,76,3,1000000
5073,1,66,67,1,500000
5074,1,66,77,2,975000
5075,1,66,68,2,650000
5076,1,66,66,2,475000
5077,1,66,66,2,500000
5078,1,66,67,3,625000
5079,1,66,66,2,475000
5080,1,66,66,1,150000
5081,1,66,80,4,1400000
5082,1,66,69,3,675000
5083,1,66,66,3,375000
5084,1,66,66,2,475000
5085,1,66,67,3,725000
5086,1,66,75,3,975000
5087,1,66,66,3,575000
5088,1,66,71,3,850000
5089,1,66,79,1,975000
5090,1,66,66,2,200000
5091,1,66,69,1,575000
5092,1,66,71,3,875000
5093,1,66,76,2,900000
5094,1,66,77,2,950000
5095,1,66,68,3,775000
5096,1,66,66,2,200000
5097,1,66,66,2,200000
5098,1,66,66,2,475000
5099,1,66,70,2,700000
5100,1,66,74,2,825000
5101,1,66,69,1,550000
5102,1,66,76,2,900000
5103,1,66,66,2,625000
5104,1,66,66,3,675000
5105,1,66,71,2,875000
5106,1,66,69,3,800000
5107,1,66,66,3,300000
5108,1,66,66,3,675000
5109,1,66,67,2,775000
5110,1,66,66,2,325000
5111,1,66,77,3,1100000
5112,1,66,74,1,700000
5113,1,66,74,3,950000
5114,1,66,73,2,775000
5115,1,66,67,2,575000
5116,1,66,66,1,260000
5117,1,66,66,2,625000
5118,1,66,66,2,500000
5119,1,66,66,2,675000
5120,1,66,66,3,325000
5121,1,66,72,3,750000
5122,1,66,73,2,925000
5123,1,66,71,2,725000
5124,1,66,74,2,825000
5125,1,66,66,3,600000
5126,1,66,67,2,600000
5127,1,66,66,2,260000
5128,1,66,66,3,220000
5129,1,66,72,2,750000
5130,1,66,67,2,625000
5131,1,66,67,2,775000
5132,1,66,66,1,40000
5133,1,66,70,2,700000
5134,1,66,73,4,900000
5135,1,66,66,2,475000
5136,1,66,66,2,150000
5137,1,66,66,3,500000
5138,1,66,71,2,725000
5139,1,66,66,3,700000
5140,1,66,66,3,475000
5141,1,66,66,1,425000
5142,1,66,66,2,500000
5143,1,66,66,3,575000
5144,1,66,72,3,875000
5145,1,66,68,3,650000
5146,1,66,68,3,800000
5147,1,66,66,2,180000
5148,1,66,69,2,675000
5149,1,66,66,3,650000
5150,1,66,71,2,875000
5151,1,66,79,1,1000000
5152,1,66,66,3,650000
5153,1,66,66,2,375000
5154,1,66,75,3,1000000
5155,1,66,71,2,725000
5156,1,66,69,2,675000
5157,1,66,70,2,700000
5158,1,66,70,1,600000
5159,1,66,66,2,475000
5160,1,66,66,2,260000
5161,1,66,75,2,875000
5162,1,66,66,2,625000
5163,1,66,73,3,750000
5164,1,66,66,2,525000
5165,1,66,82,2,1200000
5166,1,66,69,2,825000
5167,1,66,66,2,525000
5168,1,66,66,1,40000
5169,1,66,87,3,1500000
5170,1,66,66,2,250000
5171,1,66,77,3,1100000
5172,1,66,74,3,825000
5173,1,66,66,2,525000
5174,1,66,66,2,500000
5175,1,66,69,3,675000
5176,1,66,74,3,975000
5177,1,66,70,3,850000
5178,1,66,71,3,850000
5179,1,66,69,2,825000
5180,1,66,66,2,550000
5181,1,66,73,3,900000
5182,1,66,66,2,475000
5183,1,66,82,4,1200000
5184,1,66,66,2,425000
5185,1,66,66,3,575000
5186,1,66,67,2,775000
5187,1,66,73,2,750000
5188,1,66,66,2,700000
5189,1,66,74,2,975000
5190,1,66,70,2,700000
5191,1,66,66,3,350000
5192,1,66,66,3,625000
5193,1,66,66,3,525000
5194,1,66,66,3,250000
5195,1,66,68,3,800000
5196,1,66,72,2,750000
5197,1,66,72,3,875000
5198,1,66,66,3,220000
5199,1,66,66,2,425000
5200,1,66,79,2,1300000
5201,1,66,84,3,1400000
5202,1,66,67,2,575000
5203,1,66,66,2,500000
5204,1,66,71,3,850000
5205,1,66,77,3,1100000
5206,1,66,71,2,725000
5207,1,66,66,1,450000
5208,1,66,72,3,900000
5209,1,66,66,2,525000
5210,1,66,69,2,675000
5211,1,66,68,2,650000
5212,1,66,66,3,575000
5213,1,66,66,3,675000
5214,1,66,68,3,800000
5215,1,66,72,3,750000
5216,1,66,67,3,600000
5217,1,66,70,2,700000
5218,1,66,66,3,500000
5219,1,66,70,1,575000
5220,1,66,68,3,775000
5221,1,66,80,3,1200000
5222,1,66,72,1,650000
5223,1,66,70,2,675000
5224,1,66,67,3,775000
5225,1,66,66,2,500000
5226,1,66,71,2,725000
5227,1,66,71,3,850000
5228,1,66,66,3,625000
5229,1,66,66,4,675000
5230,1,66,66,2,500000
5231,1,66,66,1,375000
5232,1,66,74,1,700000
5233,1,66,76,3,1000000
5234,1,66,66,3,600000
5235,1,66,70,2,700000
5236,1,66,75,2,850000
5237,1,66,69,2,650000
5238,1,66,76,2,1000000
5239,1,66,68,3,775000
5240,1,66,73,3,775000
5241,1,66,67,3,775000
5242,1,66,73,2,775000
